alpha,algo,reward_mean,reward_std,stab_mean
0.1,EGP,-165.02255812802503,26.225403498007186,0.49068659106680024
0.1,FPRL,-205.3457686477054,6.0280525322186005,0.4570302195173391
0.1,PPO,-174.33955156190893,117.45013412113018,0.4687438923403976
0.5,EGP,-175.53270113853864,51.762914076006524,0.47991843279447777
0.5,FPRL,-205.0764853833917,6.06466248247313,0.45631770617504874
0.5,PPO,-174.33955156190893,117.45013412113018,0.4687438923403976
1.0,EGP,-208.66496679729684,103.8891911210049,0.4387736776910446
1.0,FPRL,-205.94829952625628,6.130837220352361,0.45550062552638265
1.0,PPO,-174.33955156190893,117.45013412113018,0.4687438923403976
