seed,algo,alpha,avg_reward,reward_std,stab_error
10,ICRL,0.1,-309.8755526606042,42.29893878415106,0.45897501108771654
11,PPO,0.1,-434.4501403625807,73.37164336424614,0.42220552965874
11,SAC,0.1,-409.4022243957256,63.71623347469043,0.3904887742781677
11,EGP,0.1,-433.0794415492576,72.57939976668662,0.42221515127382264
11,FPRL,0.1,-410.31041423242027,70.6218435115077,0.4136838426207654
11,ICRL,0.1,-433.0794415492576,72.57939976668662,0.42221515127382264
12,PPO,0.1,-400.9634653898922,59.99794068540081,0.433734227492081
12,SAC,0.1,-380.13776886630967,52.81030073702671,0.48755970498993373
12,EGP,0.1,-396.6476339036974,58.18348309720612,0.4344088558964209
12,FPRL,0.1,-403.6916600997691,57.326031892251926,0.42266122090609565
12,ICRL,0.1,-396.6476339036974,58.18348309720612,0.4344088558964209
13,PPO,0.1,-319.03051900115844,52.87488917023847,0.45735382400626123
13,SAC,0.1,-433.82811172948277,66.0085162466275,0.4016082259109719
13,EGP,0.1,-319.4420239350005,52.94851905954124,0.45755319164895586
13,FPRL,0.1,-398.6060503700348,65.87113532545462,0.43705476054671766
13,ICRL,0.1,-319.4420239350005,52.94851905954124,0.45755319164895586
14,PPO,0.1,-354.17503753508737,55.69231123752978,0.4477135273051578
14,SAC,0.1,-380.2649412754322,70.39630513961396,0.4288911549656123
14,EGP,0.1,-354.08395746643436,55.726492699566116,0.4476582665317855
14,FPRL,0.1,-398.7731950834803,69.74208279755943,0.4096491549937342
14,ICRL,0.1,-354.08395746643436,55.726492699566116,0.4476582665317855
15,PPO,0.1,-334.1112859396212,60.357569281615966,0.4842353341326008
15,SAC,0.1,-414.67280558659115,55.707453375514724,0.3988835478991242
15,EGP,0.1,-333.90196466304945,60.511727136069304,0.48356297207363036
15,FPRL,0.1,-384.2333664118857,63.43604839851469,0.4615989259855796
15,ICRL,0.1,-333.90196466304945,60.511727136069304,0.48356297207363036
16,PPO,0.1,-276.24235259058906,53.13722347566202,0.46655193774383613
16,SAC,0.1,-398.26571258169673,66.30314572194362,0.43550143818660453
16,EGP,0.1,-276.7595050362483,53.091891029838834,0.4664705273668276
16,FPRL,0.1,-387.7297305093917,63.55453288290067,0.44320079243623967
16,ICRL,0.1,-276.7595050362483,53.091891029838834,0.4664705273668276
17,PPO,0.1,-349.8764066821173,64.51424317329314,0.42343963747662977
17,SAC,0.1,-444.4431267639593,62.382097241452286,0.3973773955258798
17,EGP,0.1,-350.97557186699544,64.9090620428991,0.4227571555436859
17,FPRL,0.1,-441.9877358324985,72.60258802910428,0.3663284018381318
17,ICRL,0.1,-350.97557186699544,64.9090620428991,0.4227571555436859
18,PPO,0.1,-307.03434064932355,61.65149737780455,0.4541497179897332
