seed,algo,sigma_obs,alpha,avg_reward,reward_std,stab_error
20,ICRL,0.01,0.1,-125.5815200899651,39.28500387543451,0.4743516626400292
21,PPO,0.01,0.1,-213.36978211817794,68.77546571919139,0.6123174893154552
21,SAC,0.01,0.1,-361.28400149943457,138.14589042803027,0.5548258997486923
21,EGP,0.01,0.1,-212.1683034749171,68.03807148643021,0.6100583356292166
21,FPRL,0.01,0.1,-772.5039827633763,222.53913606208476,0.6858089579424509
21,ICRL,0.01,0.1,-212.1683034749171,68.03807148643021,0.6100583356292166
22,PPO,0.01,0.1,-156.04851012110558,51.42871957319869,0.48536534355637895
22,SAC,0.01,0.1,-311.9761636896111,143.4761499140776,0.5656796309410004
22,EGP,0.01,0.1,-156.04966853554174,51.60747575122826,0.4852497113268743
22,FPRL,0.01,0.1,-832.1401618710886,170.12800157267475,0.3697593710378253
22,ICRL,0.01,0.1,-156.04966853554174,51.60747575122826,0.4852497113268743
23,PPO,0.01,0.1,-121.12007967269966,22.722384064810313,0.46064290079683745
23,SAC,0.01,0.1,-246.10168315273168,108.60000929800799,0.5323376985809576
23,EGP,0.01,0.1,-121.27450458955948,22.7565415899137,0.46065598414184394
23,FPRL,0.01,0.1,-628.8201180957627,225.89128753983087,0.40813674405407435
23,ICRL,0.01,0.1,-121.27450458955948,22.7565415899137,0.46065598414184394
24,PPO,0.01,0.1,-163.11801699116566,37.66485124244156,0.5064156277770657
24,SAC,0.01,0.1,-236.5994607356579,70.66496665155992,0.5520711549438575
24,EGP,0.01,0.1,-162.59892867719233,37.08970782594321,0.5052643626770105
24,FPRL,0.01,0.1,-776.7061940551711,225.92580186611818,0.4683963626029311
24,ICRL,0.01,0.1,-162.59892867719233,37.08970782594321,0.5052643626770105
25,PPO,0.01,0.1,-193.19101615151436,57.33530574318992,0.499197730430432
25,SAC,0.01,0.1,-310.21957598078706,124.93220673946398,0.5795069055399428
25,EGP,0.01,0.1,-193.1613682922289,57.3737136035763,0.499156343716407
25,FPRL,0.01,0.1,-816.7340293339514,202.19652434870815,0.5515029934336061
25,ICRL,0.01,0.1,-193.1613682922289,57.3737136035763,0.499156343716407
26,PPO,0.01,0.1,-271.19172580814325,110.32817899711468,0.6004830557442399
26,SAC,0.01,0.1,-264.7951861265878,86.00096826086339,0.5537069590770268
26,EGP,0.01,0.1,-273.7927672881825,112.1828626503111,0.603220154574862
26,FPRL,0.01,0.1,-781.6731173701265,258.73675546532206,0.62061109240978
26,ICRL,0.01,0.1,-273.7927672881825,112.1828626503111,0.603220154574862
27,PPO,0.01,0.1,-204.91755866217542,76.67114531813864,0.5574022711351794
27,SAC,0.01,0.1,-340.24791304578804,155.10849154233247,0.5434346954282173
27,EGP,0.01,0.1,-202.8393749220608,75.41716372268266,0.5545053955621677
27,FPRL,0.01,0.1,-760.9673967888862,253.50468117479625,0.6359585640307577
27,ICRL,0.01,0.1,-202.8393749220608,75.41716372268266,0.5545053955621677
28,PPO,0.01,0.1,-163.14242851349226,58.45661997982496,0.4810180003794852
28,SAC,0.01,0.1,-248.03029710725193,109.86211005220274,0.5727695250915743
28,EGP,0.01,0.1,-163.1473875120645,58.10462014611717,0.4809618994971658
28,FPRL,0.01,0.1,-709.9987490406187,271.8253212240663,0.4728119274293903
28,ICRL,0.01,0.1,-163.1473875120645,58.10462014611717,0.4809618994971658
29,PPO,0.01,0.1,-205.11380054115733,88.57926533675582,0.5612667602972599
29,SAC,0.01,0.1,-232.53349737880555,78.68285061718792,0.5735771720390767
29,EGP,0.01,0.1,-203.15661411537457,86.84139779999511,0.557863694984586
29,FPRL,0.01,0.1,-819.0918573326786,244.81379960267387,0.6279386042096022
29,ICRL,0.01,0.1,-203.15661411537457,86.84139779999511,0.557863694984586
30,PPO,0.01,0.1,-181.36144481243053,60.394103078538215,0.5311738647542574
30,SAC,0.01,0.1,-312.9725210945427,87.38252765271554,0.5844286748051883
30,EGP,0.01,0.1,-180.890534248783,60.985099949742725,0.5307848260659845
30,FPRL,0.01,0.1,-779.1062633201784,229.10248182016244,0.5686218198478442
30,ICRL,0.01,0.1,-180.890534248783,60.985099949742725,0.5307848260659845
