seed,algo,n_agents,beta,gamma,avg_reward,collapse_count,final_resource,reward_std
42,FPRL,3,0.5,1.0,-5.074151535746042,300,0.0,0.11427359206229903
43,PPO,3,0.5,1.0,-43.647445897463164,1,0.9930530823129238,0.35665711704630537
43,EGP,3,0.5,1.0,-43.647445897463164,1,0.9930530823129238,0.35665711704630537
43,FPRL,3,0.5,1.0,-5.063190389979723,300,0.01716223282842573,0.08645013451170411
44,PPO,3,0.5,1.0,-43.72408930631418,2,0.9747636199589702,0.32166302478300535
44,EGP,3,0.5,1.0,-43.72408930631418,2,0.9747636199589702,0.32166302478300535
44,FPRL,3,0.5,1.0,-5.081121093876969,300,0.0,0.11626130713904176
45,PPO,3,0.5,1.0,-43.59840852719153,1,0.9779926079269208,0.28932928767312743
45,EGP,3,0.5,1.0,-43.59840852719153,1,0.9779926079269208,0.28932928767312743
45,FPRL,3,0.5,1.0,-5.061441057698399,300,0.0,0.10693722571373912
46,PPO,3,0.5,1.0,-43.60730729915847,3,0.9834204867065653,0.35387450027799716
46,EGP,3,0.5,1.0,-43.60730729915847,3,0.9834204867065653,0.35387450027799716
46,FPRL,3,0.5,1.0,-5.065894761312055,300,0.0,0.10707750521557109
47,PPO,3,0.5,1.0,-43.68776759786122,2,0.98835184578401,0.34422229267817966
47,EGP,3,0.5,1.0,-43.68776759786122,2,0.98835184578401,0.34422229267817966
47,FPRL,3,0.5,1.0,-5.0530820968220596,300,0.0,0.08057746121519416
48,PPO,3,0.5,1.0,-43.75058730000286,12,0.9837975080502037,0.33603911642457396
48,EGP,3,0.5,1.0,-43.75058730000286,12,0.9837975080502037,0.33603911642457396
48,FPRL,3,0.5,1.0,-5.066979769031037,300,0.0,0.09945998987559682
49,PPO,3,0.5,1.0,-43.70046899488059,6,0.9635704882866587,0.37689706880059043
49,EGP,3,0.5,1.0,-43.70046899488059,6,0.9635704882866587,0.37689706880059043
49,FPRL,3,0.5,1.0,-5.051488030362554,300,0.0,0.10351861867268243
50,PPO,3,0.5,1.0,-43.61759812817799,2,0.9575704216346297,0.3420780657423292
50,EGP,3,0.5,1.0,-43.61759812817799,2,0.9575704216346297,0.3420780657423292
50,FPRL,3,0.5,1.0,-5.084151756777313,300,0.0,0.10702146292771048
1,PPO,3,0.5,2.0,-88.0222676692031,2,0.9731558080244692,0.6858736537573554
1,EGP,3,0.5,2.0,-88.0222676692031,2,0.9731558080244692,0.6858736537573554
1,FPRL,3,0.5,2.0,-5.464468358069446,300,0.02499997615814209,0.18419519040707322
2,PPO,3,0.5,2.0,-88.16923755518104,2,0.9886861919134269,0.656196789508441
2,EGP,3,0.5,2.0,-88.16923755518104,2,0.9886861919134269,0.656196789508441
2,FPRL,3,0.5,2.0,-5.434660900011072,300,0.0,0.19876224971743642
3,PPO,3,0.5,2.0,-88.11896857496492,16,0.9906869092606974,0.52501629678886
3,EGP,3,0.5,2.0,-88.11896857496492,16,0.9906869092606974,0.52501629678886
3,FPRL,3,0.5,2.0,-5.477628599204667,300,0.0,0.2122218015026671
4,PPO,3,0.5,2.0,-88.18193054953602,3,0.9833033858382249,0.5252421919493117
4,EGP,3,0.5,2.0,-88.18193054953602,3,0.9833033858382249,0.5252421919493117
4,FPRL,3,0.5,2.0,-5.530547642573133,300,0.0,0.2603369925052954
5,PPO,3,0.5,2.0,-88.18194607615101,7,0.9758289225710975,0.5741538818752876
5,EGP,3,0.5,2.0,-88.18194607615101,7,0.9758289225710975,0.5741538818752876
5,FPRL,3,0.5,2.0,-5.486744569535802,300,0.02499997615814209,0.24578428517372952
6,PPO,3,0.5,2.0,-88.18142714777063,4,0.9811540081796746,0.639186003276555
6,EGP,3,0.5,2.0,-88.18142714777063,4,0.9811540081796746,0.639186003276555
6,FPRL,3,0.5,2.0,-5.489442164388517,300,0.02499997615814209,0.20030236088613965
7,PPO,3,0.5,2.0,-88.24778057990065,2,0.9766452241298963,0.6415786899778534
7,EGP,3,0.5,2.0,-88.24778057990065,2,0.9766452241298963,0.6415786899778534
7,FPRL,3,0.5,2.0,-5.460632962225415,300,0.02499997615814209,0.17183076159851013
8,PPO,3,0.5,2.0,-88.12737623479813,2,0.9768539116658591,0.606486597508051
8,EGP,3,0.5,2.0,-88.12737623479813,2,0.9768539116658591,0.606486597508051
8,FPRL,3,0.5,2.0,-5.420407735496026,300,0.009949154544179287,0.17763354403386442
9,PPO,3,0.5,2.0,-88.24135918296211,3,0.9702107641694367,0.6226492579176472
9,EGP,3,0.5,2.0,-88.24135918296211,3,0.9702107641694367,0.6226492579176472
9,FPRL,3,0.5,2.0,-5.458014155704758,300,0.0,0.19950288889139806
10,PPO,3,0.5,2.0,-88.08424508393036,2,0.9829997212350721,0.6457878508406032
10,EGP,3,0.5,2.0,-88.08424508393036,2,0.9829997212350721,0.6457878508406032
10,FPRL,3,0.5,2.0,-5.449083140727969,300,0.0,0.17760644366224998
11,PPO,3,0.5,2.0,-88.15549193669456,4,0.9631649848154317,0.6795390651171916
11,EGP,3,0.5,2.0,-88.15549193669456,4,0.9631649848154317,0.6795390651171916
11,FPRL,3,0.5,2.0,-5.484714196375169,300,0.0,0.20167439541576251
12,PPO,3,0.5,2.0,-88.05459448398878,4,0.9628659689088427,0.5822075586779616
12,EGP,3,0.5,2.0,-88.05459448398878,4,0.9628659689088427,0.5822075586779616
12,FPRL,3,0.5,2.0,-5.465402567340923,300,0.0,0.15912149975406947
13,PPO,3,0.5,2.0,-88.23459734989642,3,0.9652624322072374,0.5026603259495772
13,EGP,3,0.5,2.0,-88.23459734989642,3,0.9652624322072374,0.5026603259495772
13,FPRL,3,0.5,2.0,-5.434710844843245,300,0.0,0.1791944272564801
14,PPO,3,0.5,2.0,-88.0660780430482,14,0.9872094707654285,0.6808441402456389
14,EGP,3,0.5,2.0,-88.0660780430482,14,0.9872094707654285,0.6808441402456389
14,FPRL,3,0.5,2.0,-5.472699471333245,300,0.0,0.16286615338563495
15,PPO,3,0.5,2.0,-88.03056156532392,1,0.9747966281308273,0.6626975398783048
15,EGP,3,0.5,2.0,-88.03056156532392,1,0.9747966281308273,0.6626975398783048
15,FPRL,3,0.5,2.0,-5.466821197045503,300,0.0,0.2122306189875116
16,PPO,3,0.5,2.0,-88.2643377176077,7,0.9732038690692614,0.7000213140482896
16,EGP,3,0.5,2.0,-88.2643377176077,7,0.9732038690692614,0.7000213140482896
16,FPRL,3,0.5,2.0,-5.469307406627402,300,0.0,0.19823771579731087
17,PPO,3,0.5,2.0,-88.13673953408069,11,0.9922268102175796,0.6944272318500524
17,EGP,3,0.5,2.0,-88.13673953408069,11,0.9922268102175796,0.6944272318500524
17,FPRL,3,0.5,2.0,-5.461753045094047,300,0.0,0.17206944968213966
18,PPO,3,0.5,2.0,-88.208708893015,3,0.9757332374311553,0.6706690474218814
18,EGP,3,0.5,2.0,-88.208708893015,3,0.9757332374311553,0.6706690474218814
18,FPRL,3,0.5,2.0,-5.470752721096127,300,0.0,0.17210517419941954
19,PPO,3,0.5,2.0,-88.32201859479898,5,0.9735815775701034,0.5038186774943954
19,EGP,3,0.5,2.0,-88.32201859479898,5,0.9735815775701034,0.5038186774943954
19,FPRL,3,0.5,2.0,-5.497361570557404,300,0.0,0.16778757801140512
20,PPO,3,0.5,2.0,-88.18229476499421,13,0.9713997668106944,0.7554283475317928
20,EGP,3,0.5,2.0,-88.18229476499421,13,0.9713997668106944,0.7554283475317928
20,FPRL,3,0.5,2.0,-5.475940432605818,300,0.0,0.185157569368142
21,PPO,3,0.5,2.0,-88.15609538215251,10,0.9931026672521333,0.5607824628991974
21,EGP,3,0.5,2.0,-88.15609538215251,10,0.9931026672521333,0.5607824628991974
21,FPRL,3,0.5,2.0,-5.452041430710552,300,0.0,0.17389593582408763
22,PPO,3,0.5,2.0,-88.04206610711168,4,0.9750790413437724,0.626568731927772
22,EGP,3,0.5,2.0,-88.04206610711168,4,0.9750790413437724,0.626568731927772
22,FPRL,3,0.5,2.0,-5.4657864324496765,300,0.0031725720688697834,0.16661530959014859
23,PPO,3,0.5,2.0,-88.09583683610629,6,0.9643398486216849,0.5548543903666654
23,EGP,3,0.5,2.0,-88.09583683610629,6,0.9643398486216849,0.5548543903666654
23,FPRL,3,0.5,2.0,-5.457382385417374,300,0.0,0.18618395066767618
24,PPO,3,0.5,2.0,-88.26642282037463,7,0.9674513736856495,0.5297371816184625
24,EGP,3,0.5,2.0,-88.26642282037463,7,0.9674513736856495,0.5297371816184625
24,FPRL,3,0.5,2.0,-5.522454569684637,300,0.0,0.22572851093843407
25,PPO,3,0.5,2.0,-88.20234428266086,1,0.9752194159103812,0.7310605978468584
25,EGP,3,0.5,2.0,-88.20234428266086,1,0.9752194159103812,0.7310605978468584
25,FPRL,3,0.5,2.0,-5.445978682505731,300,0.02681922867894171,0.22695812545864882
26,PPO,3,0.5,2.0,-88.22470937744518,1,0.9685798271711837,0.49476931890457887
26,EGP,3,0.5,2.0,-88.22470937744518,1,0.9685798271711837,0.49476931890457887
26,FPRL,3,0.5,2.0,-5.485695329373235,300,0.0,0.16842023585655078
27,PPO,3,0.5,2.0,-87.99621421453286,10,0.9859372685974016,0.7020120628636817
27,EGP,3,0.5,2.0,-87.99621421453286,10,0.9859372685974016,0.7020120628636817
27,FPRL,3,0.5,2.0,-5.422390436789359,300,0.0,0.19023014873595595
28,PPO,3,0.5,2.0,-88.03847548559587,1,0.978801861437034,0.6191937264572975
28,EGP,3,0.5,2.0,-88.03847548559587,1,0.978801861437034,0.6191937264572975
28,FPRL,3,0.5,2.0,-5.4591421273528855,300,0.0,0.17681427923718926
29,PPO,3,0.5,2.0,-88.23867491800699,35,0.9511229742702986,0.538281852299871
29,EGP,3,0.5,2.0,-88.23867491800699,35,0.9511229742702986,0.538281852299871
29,FPRL,3,0.5,2.0,-5.4649687796097135,300,0.00017340794818027083,0.20965689678437163
30,PPO,3,0.5,2.0,-88.08597560369053,1,0.9805201845659919,0.5697155074975668
30,EGP,3,0.5,2.0,-88.08597560369053,1,0.9805201845659919,0.5697155074975668
30,FPRL,3,0.5,2.0,-5.44761002065924,300,0.0,0.21463105427253013
31,PPO,3,0.5,2.0,-88.2907726223853,8,0.9684118896206106,0.6243855522814087
31,EGP,3,0.5,2.0,-88.2907726223853,8,0.9684118896206106,0.6243855522814087
31,FPRL,3,0.5,2.0,-5.50493729423048,300,0.0,0.3290561834490501
32,PPO,3,0.5,2.0,-88.29468571838039,4,0.975653467424135,0.7442914574080918
32,EGP,3,0.5,2.0,-88.29468571838039,4,0.975653467424135,0.7442914574080918
32,FPRL,3,0.5,2.0,-5.492556229640981,300,0.019550717434519846,0.23498155324004086
33,PPO,3,0.5,2.0,-88.20839420133446,2,0.9849054915353825,0.6390122556077888
33,EGP,3,0.5,2.0,-88.20839420133446,2,0.9849054915353825,0.6390122556077888
33,FPRL,3,0.5,2.0,-5.477069341942398,300,0.0,0.2067608672899512
34,PPO,3,0.5,2.0,-88.03427634690489,8,0.9471161963527487,0.5734373147256213
34,EGP,3,0.5,2.0,-88.03427634690489,8,0.9471161963527487,0.5734373147256213
34,FPRL,3,0.5,2.0,-5.499913704838361,300,0.0,0.264653583573332
35,PPO,3,0.5,2.0,-88.19938058985048,10,0.9830023263201634,0.6177593158838345
35,EGP,3,0.5,2.0,-88.19938058985048,10,0.9830023263201634,0.6177593158838345
35,FPRL,3,0.5,2.0,-5.488347835168361,300,0.0,0.20317518184267866
36,PPO,3,0.5,2.0,-88.2855217163162,3,0.9638789599900386,0.5287368874573404
36,EGP,3,0.5,2.0,-88.2855217163162,3,0.9638789599900386,0.5287368874573404
36,FPRL,3,0.5,2.0,-5.46808513096674,300,0.049489508370954574,0.2461297997429366
37,PPO,3,0.5,2.0,-88.13219439648269,4,0.9909480929041025,0.6151715042462532
37,EGP,3,0.5,2.0,-88.13219439648269,4,0.9909480929041025,0.6151715042462532
37,FPRL,3,0.5,2.0,-5.469413921018399,300,0.0,0.19146871659897888
38,PPO,3,0.5,2.0,-88.09773290760735,4,0.9841835674899456,0.6603109521311042
38,EGP,3,0.5,2.0,-88.09773290760735,4,0.9841835674899456,0.6603109521311042
38,FPRL,3,0.5,2.0,-5.446533454861656,300,0.0,0.16109531929903476
39,PPO,3,0.5,2.0,-88.26480468968678,1,0.9800329238299956,0.6737303046453924
39,EGP,3,0.5,2.0,-88.26480468968678,1,0.9800329238299956,0.6737303046453924
39,FPRL,3,0.5,2.0,-5.484528100397467,300,0.0,0.23965298304678806
40,PPO,3,0.5,2.0,-88.20499646021744,6,0.9907809565711551,0.7515703084497994
40,EGP,3,0.5,2.0,-88.20499646021744,6,0.9907809565711551,0.7515703084497994
40,FPRL,3,0.5,2.0,-5.445636698706949,300,0.0,0.1618700830651491
41,PPO,3,0.5,2.0,-88.17865478431293,11,0.974696394218336,0.6339004075405749
41,EGP,3,0.5,2.0,-88.17865478431293,11,0.974696394218336,0.6339004075405749
41,FPRL,3,0.5,2.0,-5.462955446291167,300,0.0,0.20978934626426232
42,PPO,3,0.5,2.0,-88.14067033636515,2,0.9955616091127157,0.6408942380981539
42,EGP,3,0.5,2.0,-88.14067033636515,2,0.9955616091127157,0.6408942380981539
42,FPRL,3,0.5,2.0,-5.498111315429341,300,0.0,0.223637276804924
43,PPO,3,0.5,2.0,-88.09897084413129,1,0.9930530823129238,0.6618630920083677
43,EGP,3,0.5,2.0,-88.09897084413129,1,0.9930530823129238,0.6618630920083677
43,FPRL,3,0.5,2.0,-5.442075020258711,300,0.01716223282842573,0.18816866301095045
44,PPO,3,0.5,2.0,-88.24123045261608,2,0.9747636199589702,0.597130655043753
44,EGP,3,0.5,2.0,-88.24123045261608,2,0.9747636199589702,0.597130655043753
44,FPRL,3,0.5,2.0,-5.500379463287189,300,0.0,0.22469389593249325
45,PPO,3,0.5,2.0,-88.00807334409929,1,0.9779926079269208,0.5374627022204556
45,EGP,3,0.5,2.0,-88.00807334409929,1,0.9779926079269208,0.5374627022204556
45,FPRL,3,0.5,2.0,-5.452724947561482,300,0.0,0.20734196615397696
46,PPO,3,0.5,2.0,-88.02453979463588,3,0.9834204867065653,0.6571511317505013
46,EGP,3,0.5,2.0,-88.02453979463588,3,0.9834204867065653,0.6571511317505013
46,FPRL,3,0.5,2.0,-5.458735636199239,300,0.0,0.22038366068355905
47,PPO,3,0.5,2.0,-88.17377055392055,2,0.98835184578401,0.6393466490343932
47,EGP,3,0.5,2.0,-88.17377055392055,2,0.98835184578401,0.6393466490343932
47,FPRL,3,0.5,2.0,-5.426942552992696,300,0.0,0.1588582133124867
48,PPO,3,0.5,2.0,-88.29039093908213,12,0.9837975080502037,0.623658470600134
48,EGP,3,0.5,2.0,-88.29039093908213,12,0.9837975080502037,0.623658470600134
48,FPRL,3,0.5,2.0,-5.459824784241085,300,0.0,0.21972688065205565
49,PPO,3,0.5,2.0,-88.19742952972248,6,0.9635704882866587,0.6993725398684084
49,EGP,3,0.5,2.0,-88.19742952972248,6,0.9635704882866587,0.6993725398684084
49,FPRL,3,0.5,2.0,-5.440581468746644,300,0.0,0.20596656629091564
50,PPO,3,0.5,2.0,-88.04360532765968,2,0.9575704216346297,0.6350110633163042
50,EGP,3,0.5,2.0,-88.04360532765968,2,0.9575704216346297,0.6350110633163042
50,FPRL,3,0.5,2.0,-5.4895471011316,300,0.0,0.20548839894823856
1,PPO,3,0.8,0.5,-22.47336779434431,8,0.9999511420094128,0.13521720203357712
1,EGP,3,0.8,0.5,-22.47336779434431,8,0.9999511420094128,0.13521720203357712
1,FPRL,3,0.8,0.5,-4.730628426969231,300,0.0,0.1916508438975906
2,PPO,3,0.8,0.5,-22.52182719697341,14,0.971844734931885,0.14422500663255633
2,EGP,3,0.8,0.5,-22.52182719697341,14,0.971844734931885,0.14422500663255633
2,FPRL,3,0.8,0.5,-4.718206930383895,300,0.0,0.17436285557189632
3,PPO,3,0.8,0.5,-22.527400036899408,3,0.9738161428419013,0.14860697400419515
3,EGP,3,0.8,0.5,-22.527400036899408,3,0.9738161428419013,0.14860697400419515
3,FPRL,3,0.8,0.5,-4.7262776142964755,300,0.0,0.14037613869009014
4,PPO,3,0.8,0.5,-22.515506371618134,13,0.994259752975623,0.1238374691056035
4,EGP,3,0.8,0.5,-22.515506371618134,13,0.994259752975623,0.1238374691056035
4,FPRL,3,0.8,0.5,-4.75593303531745,300,0.0076235115952612564,0.12619825626762188
5,PPO,3,0.8,0.5,-22.519491017221068,27,0.9872758119867379,0.1224130708367266
5,EGP,3,0.8,0.5,-22.519491017221068,27,0.9872758119867379,0.1224130708367266
5,FPRL,3,0.8,0.5,-4.77004367514247,300,0.0,0.10529746543976722
6,PPO,3,0.8,0.5,-22.52225815393392,4,0.989115796391145,0.14198536891377092
6,EGP,3,0.8,0.5,-22.52225815393392,4,0.989115796391145,0.14198536891377092
6,FPRL,3,0.8,0.5,-4.753305981137401,300,0.008007296300335337,0.13451765646254618
7,PPO,3,0.8,0.5,-22.534804852235574,3,0.983937175672294,0.14209799898413242
7,EGP,3,0.8,0.5,-22.534804852235574,3,0.983937175672294,0.14209799898413242
7,FPRL,3,0.8,0.5,-4.747848102298352,300,0.0,0.15423199593731438
8,PPO,3,0.8,0.5,-22.508303945037575,2,0.9659795206797858,0.13379033735246798
8,EGP,3,0.8,0.5,-22.508303945037575,2,0.9659795206797858,0.13379033735246798
8,FPRL,3,0.8,0.5,-4.7822504867612246,300,0.0,0.13602799884931568
9,PPO,3,0.8,0.5,-22.529879886782595,2,0.9787281697129773,0.13831213437189566
9,EGP,3,0.8,0.5,-22.529879886782595,2,0.9787281697129773,0.13831213437189566
9,FPRL,3,0.8,0.5,-4.758007833146536,300,0.004261911640514399,0.1279554236067164
10,PPO,3,0.8,0.5,-22.505145791749378,1,0.9882546393684668,0.1555504649003432
10,EGP,3,0.8,0.5,-22.505145791749378,1,0.9882546393684668,0.1555504649003432
10,FPRL,3,0.8,0.5,-4.760631264788415,300,0.043161069485065595,0.13830686751830976
11,PPO,3,0.8,0.5,-22.52014945238978,3,0.9984624819328839,0.15454607098875986
11,EGP,3,0.8,0.5,-22.52014945238978,3,0.9984624819328839,0.15454607098875986
11,FPRL,3,0.8,0.5,-4.732019397912494,300,0.0,0.18041320517927492
12,PPO,3,0.8,0.5,-22.489615118360877,3,0.9990370301841164,0.13053820071726732
12,EGP,3,0.8,0.5,-22.489615118360877,3,0.9990370301841164,0.13053820071726732
12,FPRL,3,0.8,0.5,-4.729345247945994,300,0.0,0.16390071382673932
13,PPO,3,0.8,0.5,-22.53515073577329,2,0.9819434413413825,0.11199264739908385
13,EGP,3,0.8,0.5,-22.53515073577329,2,0.9819434413413825,0.11199264739908385
13,FPRL,3,0.8,0.5,-4.724863902833786,300,0.0,0.18260436312290831
14,PPO,3,0.8,0.5,-22.48965573870711,7,0.9686929875789992,0.15441785013171855
14,EGP,3,0.8,0.5,-22.48965573870711,7,0.9686929875789992,0.15441785013171855
14,FPRL,3,0.8,0.5,-4.758945833595069,300,0.016583901178652494,0.12358458091876369
15,PPO,3,0.8,0.5,-22.487433051929536,1,0.9888393179839566,0.1473060025981844
15,EGP,3,0.8,0.5,-22.487433051929536,1,0.9888393179839566,0.1473060025981844
15,FPRL,3,0.8,0.5,-4.739510793959812,300,0.0,0.1398082150826898
16,PPO,3,0.8,0.5,-22.538770029513323,8,0.9903731098668838,0.15270262997872128
16,EGP,3,0.8,0.5,-22.538770029513323,8,0.9903731098668838,0.15270262997872128
16,FPRL,3,0.8,0.5,-4.724097819697465,300,0.0,0.20282447577251328
17,PPO,3,0.8,0.5,-22.51208551934901,3,0.9869746910290056,0.15020591310266543
17,EGP,3,0.8,0.5,-22.51208551934901,3,0.9869746910290056,0.15020591310266543
17,FPRL,3,0.8,0.5,-4.729095848114255,300,0.0,0.19560768801143646
18,PPO,3,0.8,0.5,-22.520142637236106,7,0.9878288677095808,0.15622733819565068
18,EGP,3,0.8,0.5,-22.520142637236106,7,0.9878288677095808,0.15622733819565068
18,FPRL,3,0.8,0.5,-4.748671066518658,300,0.0,0.14852894126095928
19,PPO,3,0.8,0.5,-22.55123946534911,3,0.9883332932873818,0.11526214400814552
19,EGP,3,0.8,0.5,-22.55123946534911,3,0.9883332932873818,0.11526214400814552
19,FPRL,3,0.8,0.5,-4.750045531570549,300,0.0,0.11912657604042454
20,PPO,3,0.8,0.5,-22.517033282707505,18,0.9807220782638689,0.14249326415300986
20,EGP,3,0.8,0.5,-22.517033282707505,18,0.9807220782638689,0.14249326415300986
20,FPRL,3,0.8,0.5,-4.711508896028704,300,0.0,0.21533700681647622
21,PPO,3,0.8,0.5,-22.519381899026765,6,0.9869949285579817,0.12660843234763303
21,EGP,3,0.8,0.5,-22.519381899026765,6,0.9869949285579817,0.12660843234763303
21,FPRL,3,0.8,0.5,-4.734200810661219,300,0.0,0.1848456346979179
22,PPO,3,0.8,0.5,-22.493804266935676,2,0.9929309228285765,0.1435606098866146
22,EGP,3,0.8,0.5,-22.493804266935676,2,0.9929309228285765,0.1435606098866146
22,FPRL,3,0.8,0.5,-4.7516324874787506,300,0.0,0.1855642780132763
23,PPO,3,0.8,0.5,-22.50969900009164,2,0.9887969070419834,0.13099243838034583
23,EGP,3,0.8,0.5,-22.50969900009164,2,0.9887969070419834,0.13099243838034583
23,FPRL,3,0.8,0.5,-4.765790870786598,300,0.0,0.1446599692131213
24,PPO,3,0.8,0.5,-22.539646060497407,16,0.9912528354412163,0.11966920419007634
24,EGP,3,0.8,0.5,-22.539646060497407,16,0.9912528354412163,0.11966920419007634
24,FPRL,3,0.8,0.5,-4.7220871627617305,300,0.0,0.15491587654165256
25,PPO,3,0.8,0.5,-22.526241658537895,3,0.9625676426696179,0.15721018933841568
25,EGP,3,0.8,0.5,-22.526241658537895,3,0.9625676426696179,0.15721018933841568
25,FPRL,3,0.8,0.5,-4.7438747119545495,300,0.0,0.1842282287323804
26,PPO,3,0.8,0.5,-22.532774959083305,4,0.9938208434164634,0.12605642265843503
26,EGP,3,0.8,0.5,-22.532774959083305,4,0.9938208434164634,0.12605642265843503
26,FPRL,3,0.8,0.5,-4.73916570246733,300,0.0,0.16500677714004333
27,PPO,3,0.8,0.5,-22.50379887922332,3,0.9902326484573285,0.16432834905407734
27,EGP,3,0.8,0.5,-22.50379887922332,3,0.9902326484573285,0.16432834905407734
27,FPRL,3,0.8,0.5,-4.740568912922292,300,0.0,0.17992516962244973
28,PPO,3,0.8,0.5,-22.513679260678316,8,0.9981177646626432,0.13504611478863607
28,EGP,3,0.8,0.5,-22.513679260678316,8,0.9981177646626432,0.13504611478863607
28,FPRL,3,0.8,0.5,-4.756993828407039,300,0.0,0.1625320704253982
29,PPO,3,0.8,0.5,-22.52480008565149,23,0.9864492127672017,0.1413655710620094
29,EGP,3,0.8,0.5,-22.52480008565149,23,0.9864492127672017,0.1413655710620094
29,FPRL,3,0.8,0.5,-4.711137669887835,300,0.0,0.16264055373633193
30,PPO,3,0.8,0.5,-22.52464008998718,24,0.9796233755807171,0.11621521127998088
30,EGP,3,0.8,0.5,-22.52464008998718,24,0.9796233755807171,0.11621521127998088
30,FPRL,3,0.8,0.5,-4.716156967177722,300,0.0,0.1615086132838039
31,PPO,3,0.8,0.5,-22.545136233255818,13,0.9710288807700505,0.13586188511228864
31,EGP,3,0.8,0.5,-22.545136233255818,13,0.9710288807700505,0.13586188511228864
31,FPRL,3,0.8,0.5,-4.777952748080518,300,0.0,0.10511937789285487
32,PPO,3,0.8,0.5,-22.543154238808146,5,0.9971397948632873,0.16203279185870173
32,EGP,3,0.8,0.5,-22.543154238808146,5,0.9971397948632873,0.16203279185870173
32,FPRL,3,0.8,0.5,-4.719324738703017,300,0.0,0.1597632914485548
33,PPO,3,0.8,0.5,-22.52391234269882,9,0.9678199197977831,0.1342610705404706
33,EGP,3,0.8,0.5,-22.52391234269882,9,0.9678199197977831,0.1342610705404706
33,FPRL,3,0.8,0.5,-4.702785838768249,300,0.045087322354316284,0.19259699923270177
34,PPO,3,0.8,0.5,-22.487227963053865,9,0.9781017992627948,0.13564371440066872
34,EGP,3,0.8,0.5,-22.487227963053865,9,0.9781017992627948,0.13564371440066872
34,FPRL,3,0.8,0.5,-4.7628413287419695,300,0.0,0.18792879783565758
35,PPO,3,0.8,0.5,-22.52509004152738,13,0.9727056945449774,0.12268117083992088
35,EGP,3,0.8,0.5,-22.52509004152738,13,0.9727056945449774,0.12268117083992088
35,FPRL,3,0.8,0.5,-4.7617678537490535,300,0.02494077916469567,0.11081642935950112
36,PPO,3,0.8,0.5,-22.5267077512102,15,0.9911112045220546,0.1547174872603888
36,EGP,3,0.8,0.5,-22.5267077512102,15,0.9911112045220546,0.1547174872603888
36,FPRL,3,0.8,0.5,-4.724716857601383,300,0.0,0.1951859185457598
37,PPO,3,0.8,0.5,-22.509289666477574,2,0.9951190955474322,0.13819831455755077
37,EGP,3,0.8,0.5,-22.509289666477574,2,0.9951190955474322,0.13819831455755077
37,FPRL,3,0.8,0.5,-4.751722880751161,300,0.0,0.1394876835395921
38,PPO,3,0.8,0.5,-22.525300216347624,17,0.9702583585811889,0.12219358857989336
38,EGP,3,0.8,0.5,-22.525300216347624,17,0.9702583585811889,0.12219358857989336
38,FPRL,3,0.8,0.5,-4.7182075029773225,300,0.0,0.179465236959732
39,PPO,3,0.8,0.5,-22.553354548373658,7,0.9894047004549399,0.14939004158948252
39,EGP,3,0.8,0.5,-22.553354548373658,7,0.9894047004549399,0.14939004158948252
39,FPRL,3,0.8,0.5,-4.748987736414161,300,0.0,0.14983582994994063
40,PPO,3,0.8,0.5,-22.510160730526813,14,0.9511605473153788,0.14449817543556653
40,EGP,3,0.8,0.5,-22.510160730526813,14,0.9511605473153788,0.14449817543556653
40,FPRL,3,0.8,0.5,-4.721189129821614,300,0.0,0.18606399213997743
41,PPO,3,0.8,0.5,-22.51980097128477,10,0.9937446198994471,0.14713820301479166
41,EGP,3,0.8,0.5,-22.51980097128477,10,0.9937446198994471,0.14713820301479166
41,FPRL,3,0.8,0.5,-4.7330721693374,300,0.0,0.1672106084294711
42,PPO,3,0.8,0.5,-22.505931815767674,8,0.9817429776157304,0.13725732044167913
42,EGP,3,0.8,0.5,-22.505931815767674,8,0.9817429776157304,0.13725732044167913
42,FPRL,3,0.8,0.5,-4.74698613912628,300,0.026549451178140684,0.15861024775087199
43,PPO,3,0.8,0.5,-22.498721965824405,2,0.9680976374485212,0.14701074735518424
43,EGP,3,0.8,0.5,-22.498721965824405,2,0.9680976374485212,0.14701074735518424
43,FPRL,3,0.8,0.5,-4.783068550949253,300,0.0,0.15113921073988382
44,PPO,3,0.8,0.5,-22.52581783957846,20,0.993145261215002,0.13428130726034446
44,EGP,3,0.8,0.5,-22.52581783957846,20,0.993145261215002,0.13428130726034446
44,FPRL,3,0.8,0.5,-4.748423092582836,300,0.0,0.14003008140773882
45,PPO,3,0.8,0.5,-22.488413430194225,7,0.9802872577994278,0.1314653847664405
45,EGP,3,0.8,0.5,-22.488413430194225,7,0.9802872577994278,0.1314653847664405
45,FPRL,3,0.8,0.5,-4.721529427983467,300,0.0,0.15171876483534258
46,PPO,3,0.8,0.5,-22.48513080988288,11,0.9930295419574673,0.1293086571266071
46,EGP,3,0.8,0.5,-22.48513080988288,11,0.9930295419574673,0.1293086571266071
46,FPRL,3,0.8,0.5,-4.72881091313228,300,0.0,0.16016361414949204
47,PPO,3,0.8,0.5,-22.541661937714956,18,0.9832778822624211,0.12508573844380896
47,EGP,3,0.8,0.5,-22.541661937714956,18,0.9832778822624211,0.12508573844380896
47,FPRL,3,0.8,0.5,-4.773632654139713,300,0.0,0.14305951197042457
48,PPO,3,0.8,0.5,-22.543111914812258,2,0.9844726197574847,0.13401811749042764
48,EGP,3,0.8,0.5,-22.543111914812258,2,0.9844726197574847,0.13401811749042764
