n_agents,algo,reward_mean,reward_std,total_collapses,final_level_mean
3,PPO,-50.45729074569002,27.620836985448918,2477,0.9724044535990789
3,EGP,-50.45729074569002,27.620836985448918,2477,0.9724044535990789
3,FPRL,-5.117177005408855,0.2617999537661719,135000,0.004964276053487692
5,PPO,-46.421435231682196,25.763075132651174,1007,0.9490250113727232
5,EGP,-46.421435231682196,25.763075132651174,1007,0.9490250113727232
5,FPRL,-5.191938436902408,0.2023837988491257,135000,0.004448047607565589
10,PPO,-36.30993064180547,21.999160965978785,2865,0.9001526553382432
10,EGP,-36.30993064180547,21.999160965978785,2865,0.9001526553382432
10,FPRL,-5.20589426703744,0.1660297095329028,135000,0.0014620962142944333
